locus_tag	ftype	length_bp	gene	EC_number	COG	product
OOIKDGDG_00250	gene	681	lolD			
OOIKDGDG_00250	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OOIKDGDG_00251	gene	1512				
OOIKDGDG_00251	CDS	1512				hypothetical protein
OOIKDGDG_00252	gene	159	rpmG			
OOIKDGDG_00252	CDS	159	rpmG		COG0267	50S ribosomal protein L33
OOIKDGDG_00253	gene	1407	rimO			
OOIKDGDG_00253	CDS	1407	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
OOIKDGDG_00254	gene	435				
OOIKDGDG_00254	CDS	435				hypothetical protein
OOIKDGDG_00255	gene	510				
OOIKDGDG_00255	CDS	510				hypothetical protein
OOIKDGDG_00256	gene	807				
OOIKDGDG_00256	CDS	807				hypothetical protein
OOIKDGDG_00257	gene	840				
OOIKDGDG_00257	CDS	840				hypothetical protein
OOIKDGDG_00258	gene	870				
OOIKDGDG_00258	CDS	870				hypothetical protein
OOIKDGDG_00259	gene	864				
OOIKDGDG_00259	CDS	864				hypothetical protein
OOIKDGDG_00260	gene	549				
OOIKDGDG_00260	CDS	549				hypothetical protein
OOIKDGDG_00261	gene	84				
OOIKDGDG_00261	tRNA	84				tRNA-Tyr(gta)
OOIKDGDG_00262	gene	75				
OOIKDGDG_00262	tRNA	75				tRNA-Thr(tgt)
OOIKDGDG_00263	gene	501				
OOIKDGDG_00263	CDS	501				hypothetical protein
OOIKDGDG_00264	gene	735	ttcA			
OOIKDGDG_00264	CDS	735	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
OOIKDGDG_00265	gene	837	surE			
OOIKDGDG_00265	CDS	837	surE	3.1.3.5		5'/3'-nucleotidase SurE
OOIKDGDG_00266	gene	75				
OOIKDGDG_00266	tRNA	75				tRNA-Val(tac)
OOIKDGDG_00267	gene	76				
OOIKDGDG_00267	tRNA	76				tRNA-Asp(gtc)
OOIKDGDG_00268	gene	891				
OOIKDGDG_00268	CDS	891				hypothetical protein
OOIKDGDG_00269	gene	579	bsdB			
OOIKDGDG_00269	CDS	579	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
OOIKDGDG_00270	gene	894	COQ2			
OOIKDGDG_00270	CDS	894	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
OOIKDGDG_00271	gene	696				
OOIKDGDG_00271	CDS	696				hypothetical protein
OOIKDGDG_00272	gene	99				
OOIKDGDG_00272	CDS	99				hypothetical protein
OOIKDGDG_00273	gene	783				
OOIKDGDG_00273	CDS	783				hypothetical protein
OOIKDGDG_00274	gene	387				
OOIKDGDG_00274	CDS	387				hypothetical protein
OOIKDGDG_00275	gene	978				
OOIKDGDG_00275	CDS	978				hypothetical protein
OOIKDGDG_00276	gene	861	tsaC			
OOIKDGDG_00276	CDS	861	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
OOIKDGDG_00277	gene	732				
OOIKDGDG_00277	CDS	732				hypothetical protein
OOIKDGDG_00278	gene	897				
OOIKDGDG_00278	CDS	897				hypothetical protein
OOIKDGDG_00279	gene	621	tmk			
OOIKDGDG_00279	CDS	621	tmk	2.7.4.9	COG0125	Thymidylate kinase
OOIKDGDG_00280	gene	2505	gyrA_1			
OOIKDGDG_00280	CDS	2505	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
OOIKDGDG_00281	gene	2418	gyrB_1			
OOIKDGDG_00281	CDS	2418	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
OOIKDGDG_00282	gene	348				
OOIKDGDG_00282	CDS	348				hypothetical protein
OOIKDGDG_00283	gene	510				
OOIKDGDG_00283	CDS	510				hypothetical protein
OOIKDGDG_00284	gene	819	metQ			
OOIKDGDG_00284	CDS	819	metQ		COG1464	Methionine-binding lipoprotein MetQ
OOIKDGDG_00285	gene	666	metP			
OOIKDGDG_00285	CDS	666	metP		COG2011	Methionine import system permease protein MetP
OOIKDGDG_00286	gene	1026	metN2			
OOIKDGDG_00286	CDS	1026	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
OOIKDGDG_00287	gene	1050	fbaB			
OOIKDGDG_00287	CDS	1050	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
OOIKDGDG_00288	gene	1407	gadC			
OOIKDGDG_00288	CDS	1407	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
OOIKDGDG_00289	gene	969				
OOIKDGDG_00289	CDS	969				hypothetical protein
OOIKDGDG_00290	gene	498				
OOIKDGDG_00290	CDS	498				hypothetical protein
OOIKDGDG_00291	gene	1455				
OOIKDGDG_00291	CDS	1455				hypothetical protein
OOIKDGDG_00292	gene	1476				
OOIKDGDG_00292	CDS	1476			COG2239	Magnesium transporter MgtE
OOIKDGDG_00293	gene	2136				
OOIKDGDG_00293	CDS	2136				hypothetical protein
OOIKDGDG_00294	gene	1149				
OOIKDGDG_00294	CDS	1149				hypothetical protein
OOIKDGDG_00295	gene	1188	gltT			
OOIKDGDG_00295	CDS	1188	gltT			Proton/sodium-glutamate symport protein
OOIKDGDG_00296	gene	1485				
OOIKDGDG_00296	CDS	1485				hypothetical protein
OOIKDGDG_00297	gene	531				
OOIKDGDG_00297	CDS	531				hypothetical protein
OOIKDGDG_00298	gene	612				
OOIKDGDG_00298	CDS	612				hypothetical protein
OOIKDGDG_00299	gene	2778				
OOIKDGDG_00299	CDS	2778				hypothetical protein
OOIKDGDG_00300	gene	414	glxR			
OOIKDGDG_00300	CDS	414	glxR		COG0664	CRP-like cAMP-activated global transcriptional regulator
OOIKDGDG_00301	gene	240	acpP			
OOIKDGDG_00301	CDS	240	acpP		COG0236	Acyl carrier protein
OOIKDGDG_00302	gene	747	fabG			
OOIKDGDG_00302	CDS	747	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OOIKDGDG_00303	gene	927	fabD			
OOIKDGDG_00303	CDS	927	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
OOIKDGDG_00304	gene	1008	fabH			
OOIKDGDG_00304	CDS	1008	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
OOIKDGDG_00305	gene	603	recR			
OOIKDGDG_00305	CDS	603	recR		COG0353	Recombination protein RecR
OOIKDGDG_00306	gene	2364	bamA			
OOIKDGDG_00306	CDS	2364	bamA		COG4775	Outer membrane protein assembly factor BamA
OOIKDGDG_00307	gene	516				
OOIKDGDG_00307	CDS	516				hypothetical protein
OOIKDGDG_00308	gene	1083	lpxD			
OOIKDGDG_00308	CDS	1083	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
OOIKDGDG_00309	gene	1041				
OOIKDGDG_00309	CDS	1041				hypothetical protein
OOIKDGDG_00310	gene	1029	acoA			
OOIKDGDG_00310	CDS	1029	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
OOIKDGDG_00311	gene	987				
OOIKDGDG_00311	CDS	987		1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
OOIKDGDG_00312	gene	1290	pdhC_1			
OOIKDGDG_00312	CDS	1290	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
OOIKDGDG_00313	gene	2475	malP			
OOIKDGDG_00313	CDS	2475	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
OOIKDGDG_00314	gene	366				
OOIKDGDG_00314	CDS	366				hypothetical protein
OOIKDGDG_00315	gene	1383	dnaA_1			
OOIKDGDG_00315	CDS	1383	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
OOIKDGDG_00316	gene	2388	yidC			
OOIKDGDG_00316	CDS	2388	yidC			Membrane protein insertase YidC
OOIKDGDG_00317	gene	867	lgt			
OOIKDGDG_00317	CDS	867	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
OOIKDGDG_00318	gene	456				
OOIKDGDG_00318	CDS	456				hypothetical protein
OOIKDGDG_00319	gene	369	acpS			
OOIKDGDG_00319	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
OOIKDGDG_00320	gene	936	trxB			
OOIKDGDG_00320	CDS	936	trxB	1.8.1.9	COG0492	Thioredoxin reductase
OOIKDGDG_00321	gene	1743	rpsA			
OOIKDGDG_00321	CDS	1743	rpsA		COG0539	30S ribosomal protein S1
OOIKDGDG_00322	gene	1305	nusA			
OOIKDGDG_00322	CDS	1305	nusA		COG0195	Transcription termination/antitermination protein NusA
OOIKDGDG_00323	gene	2673	infB			
OOIKDGDG_00323	CDS	2673	infB			Translation initiation factor IF-2
OOIKDGDG_00324	gene	363	rbfA			
OOIKDGDG_00324	CDS	363	rbfA		COG0858	30S ribosome-binding factor
OOIKDGDG_00325	gene	714	truB			
OOIKDGDG_00325	CDS	714	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
OOIKDGDG_00326	gene	921	ribF			
OOIKDGDG_00326	CDS	921	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
OOIKDGDG_00327	gene	1095	ychF			
OOIKDGDG_00327	CDS	1095	ychF		COG0012	Ribosome-binding ATPase YchF
OOIKDGDG_00328	gene	1083	yscU			
OOIKDGDG_00328	CDS	1083	yscU			Yop proteins translocation protein U
OOIKDGDG_00329	gene	2133	mxiA			
OOIKDGDG_00329	CDS	2133	mxiA		COG4789	Protein MxiA
OOIKDGDG_00330	gene	1200				
OOIKDGDG_00330	CDS	1200				hypothetical protein
OOIKDGDG_00331	gene	444				
OOIKDGDG_00331	CDS	444				hypothetical protein
OOIKDGDG_00332	gene	1581	malQ			
OOIKDGDG_00332	CDS	1581	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
OOIKDGDG_00333	gene	270	rpmB			
OOIKDGDG_00333	CDS	270	rpmB		COG0227	50S ribosomal protein L28
OOIKDGDG_00334	gene	1755				
OOIKDGDG_00334	CDS	1755		4.1.1.61	COG0043	4-hydroxybenzoate decarboxylase subunit C
OOIKDGDG_00335	gene	1062	clsA			
OOIKDGDG_00335	CDS	1062	clsA	2.7.8.-		Cardiolipin synthase A
OOIKDGDG_00336	gene	477				
OOIKDGDG_00336	CDS	477				hypothetical protein
OOIKDGDG_00337	gene	1740				
OOIKDGDG_00337	CDS	1740				hypothetical protein
OOIKDGDG_00338	gene	294				
OOIKDGDG_00338	CDS	294				hypothetical protein
OOIKDGDG_00339	gene	516				
OOIKDGDG_00339	CDS	516				hypothetical protein
OOIKDGDG_00340	gene	861	folD			
OOIKDGDG_00340	CDS	861	folD			Bifunctional protein FolD protein
OOIKDGDG_00341	gene	945	apbE			
OOIKDGDG_00341	CDS	945	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
OOIKDGDG_00342	gene	456	smpB			
OOIKDGDG_00342	CDS	456	smpB		COG0691	SsrA-binding protein
OOIKDGDG_00343	gene	1101	dnaN			
OOIKDGDG_00343	CDS	1101	dnaN		COG0592	Beta sliding clamp
OOIKDGDG_00344	gene	96				
OOIKDGDG_00344	CDS	96				hypothetical protein
OOIKDGDG_00345	gene	612	recF_1			
OOIKDGDG_00345	CDS	612	recF_1		COG1195	DNA replication and repair protein RecF
OOIKDGDG_00346	gene	294	recF_2			
OOIKDGDG_00346	CDS	294	recF_2			DNA replication and repair protein RecF
OOIKDGDG_00347	gene	444				
OOIKDGDG_00347	CDS	444				hypothetical protein
OOIKDGDG_00348	gene	564				
OOIKDGDG_00348	CDS	564				hypothetical protein
OOIKDGDG_00349	gene	1866				
OOIKDGDG_00349	CDS	1866				hypothetical protein
OOIKDGDG_00350	gene	1140	dxr			
OOIKDGDG_00350	CDS	1140	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
OOIKDGDG_00351	gene	975				
OOIKDGDG_00351	CDS	975				hypothetical protein
OOIKDGDG_00352	gene	1347	mntC			
OOIKDGDG_00352	CDS	1347	mntC		COG1108	Manganese transport system membrane protein MntC
OOIKDGDG_00353	gene	780	mntB			
OOIKDGDG_00353	CDS	780	mntB		COG1121	Manganese transport system ATP-binding protein MntB
OOIKDGDG_00354	gene	972	mntA			
OOIKDGDG_00354	CDS	972	mntA		COG0803	Manganese-binding lipoprotein MntA
OOIKDGDG_00355	gene	507				
OOIKDGDG_00355	CDS	507				hypothetical protein
OOIKDGDG_00356	gene	1548	tlcA_1			
OOIKDGDG_00356	CDS	1548	tlcA_1		COG3202	ADP,ATP carrier protein 1
OOIKDGDG_00357	gene	1260				
OOIKDGDG_00357	CDS	1260				hypothetical protein
OOIKDGDG_00358	gene	1344				
OOIKDGDG_00358	CDS	1344				hypothetical protein
OOIKDGDG_00359	gene	1302				
OOIKDGDG_00359	CDS	1302				hypothetical protein
OOIKDGDG_00360	gene	336				
OOIKDGDG_00360	CDS	336				hypothetical protein
OOIKDGDG_00361	gene	852				
OOIKDGDG_00361	CDS	852				hypothetical protein
OOIKDGDG_00362	gene	1809	lepA			
OOIKDGDG_00362	CDS	1809	lepA	3.6.5.-	COG0481	Elongation factor 4
OOIKDGDG_00363	gene	1440	gnd			
OOIKDGDG_00363	CDS	1440	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
OOIKDGDG_00364	gene	1239	tyrS1			
OOIKDGDG_00364	CDS	1239	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
OOIKDGDG_00365	gene	324				
OOIKDGDG_00365	CDS	324				hypothetical protein
OOIKDGDG_00366	gene	774	sigD			
OOIKDGDG_00366	CDS	774	sigD		COG1191	RNA polymerase sigma-D factor
OOIKDGDG_00367	gene	1749				
OOIKDGDG_00367	CDS	1749				hypothetical protein
OOIKDGDG_00368	gene	75				
OOIKDGDG_00368	tRNA	75				tRNA-Pro(tgg)
OOIKDGDG_00369	gene	276				
OOIKDGDG_00369	CDS	276				hypothetical protein
OOIKDGDG_00370	gene	1035				
OOIKDGDG_00370	CDS	1035				hypothetical protein
OOIKDGDG_00371	gene	468				
OOIKDGDG_00371	CDS	468				hypothetical protein
OOIKDGDG_00372	gene	738				
OOIKDGDG_00372	CDS	738				hypothetical protein
OOIKDGDG_00373	gene	321				
OOIKDGDG_00373	CDS	321				hypothetical protein
OOIKDGDG_00374	gene	1215				
OOIKDGDG_00374	CDS	1215				hypothetical protein
OOIKDGDG_00375	gene	1116				
OOIKDGDG_00375	CDS	1116				hypothetical protein
OOIKDGDG_00376	gene	360				
OOIKDGDG_00376	CDS	360				hypothetical protein
OOIKDGDG_00377	gene	318				
OOIKDGDG_00377	CDS	318				hypothetical protein
OOIKDGDG_00378	gene	1842	ispG			
OOIKDGDG_00378	CDS	1842	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
OOIKDGDG_00379	gene	747				
OOIKDGDG_00379	CDS	747				hypothetical protein
OOIKDGDG_00380	gene	498				
OOIKDGDG_00380	CDS	498				hypothetical protein
OOIKDGDG_00381	gene	444				
OOIKDGDG_00381	CDS	444				hypothetical protein
OOIKDGDG_00382	gene	1095				
OOIKDGDG_00382	CDS	1095				hypothetical protein
OOIKDGDG_00383	gene	2727	kgd			
OOIKDGDG_00383	CDS	2727	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
OOIKDGDG_00384	gene	447				
OOIKDGDG_00384	CDS	447				hypothetical protein
OOIKDGDG_00385	gene	1122	hemW			
OOIKDGDG_00385	CDS	1122	hemW		COG0635	Heme chaperone HemW
OOIKDGDG_00386	gene	1776				
OOIKDGDG_00386	CDS	1776				hypothetical protein
OOIKDGDG_00387	gene	717	rsmI			
OOIKDGDG_00387	CDS	717	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
OOIKDGDG_00388	gene	936				
OOIKDGDG_00388	CDS	936				hypothetical protein
OOIKDGDG_00389	gene	519	hctB			
OOIKDGDG_00389	CDS	519	hctB			Histone H1-like protein HC2
OOIKDGDG_00390	gene	1500	pepA			
OOIKDGDG_00390	CDS	1500	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
OOIKDGDG_00391	gene	483				
OOIKDGDG_00391	CDS	483				Single-stranded DNA-binding protein
OOIKDGDG_00392	gene	501				
OOIKDGDG_00392	CDS	501				hypothetical protein
OOIKDGDG_00393	gene	1995	glgX			
OOIKDGDG_00393	CDS	1995	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
OOIKDGDG_00394	gene	819				
OOIKDGDG_00394	CDS	819				hypothetical protein
OOIKDGDG_00395	gene	1014	ruvB_2			
OOIKDGDG_00395	CDS	1014	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
OOIKDGDG_00396	gene	573	dcd			
OOIKDGDG_00396	CDS	573	dcd	3.5.4.13		dCTP deaminase
OOIKDGDG_00397	gene	399				
OOIKDGDG_00397	CDS	399				hypothetical protein
OOIKDGDG_00398	gene	1236				
OOIKDGDG_00398	CDS	1236				hypothetical protein
OOIKDGDG_00399	gene	1215				
OOIKDGDG_00399	CDS	1215				hypothetical protein
OOIKDGDG_00400	gene	1116	iscS_1			
OOIKDGDG_00400	CDS	1116	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
OOIKDGDG_00401	gene	738	prpC			
OOIKDGDG_00401	CDS	738	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
OOIKDGDG_00402	gene	171				
OOIKDGDG_00402	CDS	171				hypothetical protein
OOIKDGDG_00403	gene	648				
OOIKDGDG_00403	CDS	648				hypothetical protein
OOIKDGDG_00404	gene	774				
OOIKDGDG_00404	CDS	774				hypothetical protein
OOIKDGDG_00405	gene	393				
OOIKDGDG_00405	CDS	393				hypothetical protein
OOIKDGDG_00406	gene	1110	mutY			
OOIKDGDG_00406	CDS	1110	mutY	3.2.2.31		Adenine DNA glycosylase
OOIKDGDG_00407	gene	699				
OOIKDGDG_00407	CDS	699				hypothetical protein
OOIKDGDG_00408	gene	1020				
OOIKDGDG_00408	CDS	1020				hypothetical protein
OOIKDGDG_00409	gene	747				
OOIKDGDG_00409	CDS	747				hypothetical protein
OOIKDGDG_00410	gene	900	fabI			
OOIKDGDG_00410	CDS	900	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
OOIKDGDG_00411	gene	888				
OOIKDGDG_00411	CDS	888				hypothetical protein
OOIKDGDG_00412	gene	480				
OOIKDGDG_00412	CDS	480				hypothetical protein
OOIKDGDG_00413	gene	486				
OOIKDGDG_00413	CDS	486				hypothetical protein
OOIKDGDG_00414	gene	699	dinG_1			
OOIKDGDG_00414	CDS	699	dinG_1	3.1.-.-		3'-5' exonuclease DinG
OOIKDGDG_00415	gene	780	mqnD			
OOIKDGDG_00415	CDS	780	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
OOIKDGDG_00416	gene	660				
OOIKDGDG_00416	CDS	660				hypothetical protein
OOIKDGDG_00417	gene	1980	btuD			
OOIKDGDG_00417	CDS	1980	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OOIKDGDG_00418	gene	975	accA			
OOIKDGDG_00418	CDS	975	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
OOIKDGDG_00419	gene	1215				
OOIKDGDG_00419	CDS	1215				hypothetical protein
OOIKDGDG_00420	gene	303	hupA			
OOIKDGDG_00420	CDS	303	hupA		COG0776	DNA-binding protein HU 1
OOIKDGDG_00421	gene	76				
OOIKDGDG_00421	tRNA	76				tRNA-Arg(cct)
OOIKDGDG_00422	gene	717	amiC			
OOIKDGDG_00422	CDS	717	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
OOIKDGDG_00423	gene	1452	murE			
OOIKDGDG_00423	CDS	1452	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
OOIKDGDG_00424	gene	1962	ftsI			
OOIKDGDG_00424	CDS	1962	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
OOIKDGDG_00425	gene	288				
OOIKDGDG_00425	CDS	288				hypothetical protein
OOIKDGDG_00426	gene	894	rsmH			
OOIKDGDG_00426	CDS	894	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
OOIKDGDG_00427	gene	546				
OOIKDGDG_00427	CDS	546				hypothetical protein
OOIKDGDG_00428	gene	429				
OOIKDGDG_00428	CDS	429				hypothetical protein
OOIKDGDG_00429	gene	1404	dnaA_2			
OOIKDGDG_00429	CDS	1404	dnaA_2		COG0593	Chromosomal replication initiator protein DnaA
OOIKDGDG_00430	gene	588				
OOIKDGDG_00430	CDS	588				hypothetical protein
OOIKDGDG_00431	gene	579				
OOIKDGDG_00431	CDS	579				hypothetical protein
OOIKDGDG_00432	gene	1512	nqrB			
OOIKDGDG_00432	CDS	1512	nqrB	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit B
OOIKDGDG_00433	gene	963	nqrC			
OOIKDGDG_00433	CDS	963	nqrC	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit C
OOIKDGDG_00434	gene	642	nqrD			
OOIKDGDG_00434	CDS	642	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
OOIKDGDG_00435	gene	771	nqrE			
OOIKDGDG_00435	CDS	771	nqrE	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit E
OOIKDGDG_00436	gene	336				
OOIKDGDG_00436	CDS	336				hypothetical protein
OOIKDGDG_00437	gene	306				
OOIKDGDG_00437	CDS	306				hypothetical protein
OOIKDGDG_00438	gene	348	gcvH			
OOIKDGDG_00438	CDS	348	gcvH		COG0509	Glycine cleavage system H protein
OOIKDGDG_00439	gene	2079				
OOIKDGDG_00439	CDS	2079				hypothetical protein
OOIKDGDG_00440	gene	1428				
OOIKDGDG_00440	CDS	1428		2.7.8.-		Cardiolipin synthase
OOIKDGDG_00441	gene	720	lipM			
OOIKDGDG_00441	CDS	720	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
OOIKDGDG_00442	gene	2538	clpC			
OOIKDGDG_00442	CDS	2538	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
OOIKDGDG_00443	gene	1086	mnmA			
OOIKDGDG_00443	CDS	1086	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
OOIKDGDG_00444	gene	528				
OOIKDGDG_00444	CDS	528				hypothetical protein
OOIKDGDG_00445	gene	639				
OOIKDGDG_00445	CDS	639				hypothetical protein
OOIKDGDG_00446	gene	951				
OOIKDGDG_00446	CDS	951				hypothetical protein
OOIKDGDG_00447	gene	519				
OOIKDGDG_00447	CDS	519				hypothetical protein
OOIKDGDG_00448	gene	1254				
OOIKDGDG_00448	CDS	1254				hypothetical protein
OOIKDGDG_00449	gene	4224	pmp6			
OOIKDGDG_00449	CDS	4224	pmp6			putative outer membrane protein pmp6
OOIKDGDG_00450	gene	2811	pmp7			
OOIKDGDG_00450	CDS	2811	pmp7			putative outer membrane protein pmp7
OOIKDGDG_00451	gene	2793	pmp8_2			
OOIKDGDG_00451	CDS	2793	pmp8_2			putative outer membrane protein pmp8
OOIKDGDG_00452	gene	2787	pmp9			
OOIKDGDG_00452	CDS	2787	pmp9			putative outer membrane protein pmp9
OOIKDGDG_00453	gene	1110				
OOIKDGDG_00453	CDS	1110				hypothetical protein
OOIKDGDG_00454	gene	1377				
OOIKDGDG_00454	CDS	1377				putative outer membrane protein pmp10
OOIKDGDG_00455	gene	252				
OOIKDGDG_00455	CDS	252				hypothetical protein
OOIKDGDG_00456	gene	936				
OOIKDGDG_00456	CDS	936				putative outer membrane protein pmp10
OOIKDGDG_00457	gene	2787				
OOIKDGDG_00457	CDS	2787				putative outer membrane protein pmp11
OOIKDGDG_00458	gene	1545				
OOIKDGDG_00458	CDS	1545				putative outer membrane protein pmp12
OOIKDGDG_00459	gene	2922				
OOIKDGDG_00459	CDS	2922				putative outer membrane protein pmp13
OOIKDGDG_00460	gene	2937				
OOIKDGDG_00460	CDS	2937				putative outer membrane protein pmp14
OOIKDGDG_00461	gene	870				
OOIKDGDG_00461	CDS	870				hypothetical protein
OOIKDGDG_00462	gene	1209				
OOIKDGDG_00462	CDS	1209				hypothetical protein
OOIKDGDG_00463	gene	1749				
OOIKDGDG_00463	CDS	1749				hypothetical protein
OOIKDGDG_00464	gene	2055				
OOIKDGDG_00464	CDS	2055				hypothetical protein
OOIKDGDG_00465	gene	342				
OOIKDGDG_00465	CDS	342				hypothetical protein
OOIKDGDG_00466	gene	852				
OOIKDGDG_00466	CDS	852				hypothetical protein
OOIKDGDG_00467	gene	798				
OOIKDGDG_00467	CDS	798				hypothetical protein
OOIKDGDG_00468	gene	2019				
OOIKDGDG_00468	CDS	2019				hypothetical protein
OOIKDGDG_00469	gene	1170				
OOIKDGDG_00469	CDS	1170				hypothetical protein
OOIKDGDG_00470	gene	345				
OOIKDGDG_00470	CDS	345				hypothetical protein
OOIKDGDG_00471	gene	2817				
OOIKDGDG_00471	CDS	2817				putative outer membrane protein pmp15
OOIKDGDG_00472	gene	2859				
OOIKDGDG_00472	CDS	2859				putative outer membrane protein pmp16
OOIKDGDG_00473	gene	801				
OOIKDGDG_00473	CDS	801				hypothetical protein
OOIKDGDG_00474	gene	924				
OOIKDGDG_00474	CDS	924				putative outer membrane protein pmp15
OOIKDGDG_00475	gene	1131				
OOIKDGDG_00475	CDS	1131				putative outer membrane protein pmp15
OOIKDGDG_00476	gene	2841				
OOIKDGDG_00476	CDS	2841				putative outer membrane protein pmp18
OOIKDGDG_00477	gene	2328				
OOIKDGDG_00477	CDS	2328				hypothetical protein
OOIKDGDG_00478	gene	1527				
OOIKDGDG_00478	CDS	1527				hypothetical protein
OOIKDGDG_00479	gene	1770				
OOIKDGDG_00479	CDS	1770				hypothetical protein
OOIKDGDG_00480	gene	2163	glgB			
OOIKDGDG_00480	CDS	2163	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
OOIKDGDG_00481	gene	990				
OOIKDGDG_00481	CDS	990				hypothetical protein
OOIKDGDG_00482	gene	1266	mtaB			
OOIKDGDG_00482	CDS	1266	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
OOIKDGDG_00483	gene	1419	hflX			
OOIKDGDG_00483	CDS	1419	hflX		COG2262	GTPase HflX
OOIKDGDG_00484	gene	813	rbn_2			
OOIKDGDG_00484	CDS	813	rbn_2	3.1.26.11		Ribonuclease BN
OOIKDGDG_00485	gene	657				
OOIKDGDG_00485	CDS	657				hypothetical protein
OOIKDGDG_00486	gene	1611				
OOIKDGDG_00486	CDS	1611				hypothetical protein
OOIKDGDG_00487	gene	780	artJ			
OOIKDGDG_00487	CDS	780	artJ		COG0834	putative ABC transporter arginine-binding protein ArtJ
OOIKDGDG_00488	gene	3102				
OOIKDGDG_00488	CDS	3102				hypothetical protein
OOIKDGDG_00489	gene	858	aroF			
OOIKDGDG_00489	CDS	858	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
OOIKDGDG_00490	gene	195				
OOIKDGDG_00490	CDS	195				hypothetical protein
OOIKDGDG_00491	gene	1335				
OOIKDGDG_00491	CDS	1335				hypothetical protein
OOIKDGDG_00492	gene	1632				
OOIKDGDG_00492	CDS	1632				hypothetical protein
OOIKDGDG_00493	gene	333				
OOIKDGDG_00493	CDS	333		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
OOIKDGDG_00494	gene	873				
