locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLDHCKDF_00510	CDS	786	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
NLDHCKDF_00511	gene	306				
NLDHCKDF_00511	CDS	306		1.-.-.-	COG1359	Putative monooxygenase
NLDHCKDF_00512	gene	843	mutM			
NLDHCKDF_00512	CDS	843	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
NLDHCKDF_00513	gene	513				
NLDHCKDF_00513	CDS	513				hypothetical protein
NLDHCKDF_00514	gene	645	pdxH			
NLDHCKDF_00514	CDS	645	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
NLDHCKDF_00515	gene	1359	fprA			
NLDHCKDF_00515	CDS	1359	fprA	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
NLDHCKDF_00516	gene	666	sdhB_1			
NLDHCKDF_00516	CDS	666	sdhB_1	4.3.1.17		L-serine dehydratase, beta chain
NLDHCKDF_00517	gene	75				
NLDHCKDF_00517	tRNA	75				tRNA-Val(cac)
NLDHCKDF_00518	gene	76				
NLDHCKDF_00518	tRNA	76				tRNA-Met(cat)
NLDHCKDF_00519	gene	1590	murJ			
NLDHCKDF_00519	CDS	1590	murJ			lipid II flippase MurJ
NLDHCKDF_00520	gene	933	Hgd			
NLDHCKDF_00520	CDS	933	Hgd	1.1.1.291		2-(hydroxymethyl)glutarate dehydrogenase
NLDHCKDF_00521	gene	864				
NLDHCKDF_00521	CDS	864				hypothetical protein
NLDHCKDF_00522	gene	1110	pyrD			
NLDHCKDF_00522	CDS	1110	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
NLDHCKDF_00523	gene	1173	alaS_1			
NLDHCKDF_00523	CDS	1173	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
NLDHCKDF_00524	gene	1143	bamB_1			
NLDHCKDF_00524	CDS	1143	bamB_1			Outer membrane protein assembly factor BamB
NLDHCKDF_00525	gene	762	tam_3			
NLDHCKDF_00525	CDS	762	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
NLDHCKDF_00526	gene	1707				
NLDHCKDF_00526	CDS	1707			COG0737	Cell wall protein
NLDHCKDF_00527	gene	477				
NLDHCKDF_00527	CDS	477				hypothetical protein
NLDHCKDF_00528	gene	4002	dnaE			
NLDHCKDF_00528	CDS	4002	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NLDHCKDF_00529	gene	957	mrr_1			
NLDHCKDF_00529	CDS	957	mrr_1		COG1715	Mrr restriction system protein
NLDHCKDF_00530	gene	609				
NLDHCKDF_00530	CDS	609				hypothetical protein
NLDHCKDF_00531	gene	582				
NLDHCKDF_00531	CDS	582				hypothetical protein
NLDHCKDF_00532	gene	1497	btuD_2			
NLDHCKDF_00532	CDS	1497	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NLDHCKDF_00533	gene	906	yedA			
NLDHCKDF_00533	CDS	906	yedA			putative inner membrane transporter YedA
NLDHCKDF_00534	gene	77				
NLDHCKDF_00534	tRNA	77				tRNA-Arg(tct)
NLDHCKDF_00535	gene	1335	Int-Tn			
NLDHCKDF_00535	CDS	1335	Int-Tn			Transposase from transposon Tn916
NLDHCKDF_00536	gene	144				
NLDHCKDF_00536	CDS	144				hypothetical protein
NLDHCKDF_00537	gene	387				
NLDHCKDF_00537	CDS	387				hypothetical protein
NLDHCKDF_00538	gene	450				
NLDHCKDF_00538	CDS	450				hypothetical protein
NLDHCKDF_00539	gene	273				
NLDHCKDF_00539	CDS	273				hypothetical protein
NLDHCKDF_00540	gene	261				
NLDHCKDF_00540	CDS	261				hypothetical protein
NLDHCKDF_00541	gene	240				
NLDHCKDF_00541	CDS	240				hypothetical protein
NLDHCKDF_00542	gene	774				
NLDHCKDF_00542	CDS	774				hypothetical protein
NLDHCKDF_00543	gene	396				
NLDHCKDF_00543	CDS	396				hypothetical protein
NLDHCKDF_00544	gene	504				
NLDHCKDF_00544	CDS	504				hypothetical protein
NLDHCKDF_00545	gene	585				
NLDHCKDF_00545	CDS	585				hypothetical protein
NLDHCKDF_00546	gene	399				
NLDHCKDF_00546	CDS	399				hypothetical protein
NLDHCKDF_00547	gene	555				
NLDHCKDF_00547	CDS	555				hypothetical protein
NLDHCKDF_00548	gene	348				
NLDHCKDF_00548	CDS	348				hypothetical protein
NLDHCKDF_00549	gene	825				
NLDHCKDF_00549	CDS	825				hypothetical protein
NLDHCKDF_00550	gene	993				
NLDHCKDF_00550	CDS	993				hypothetical protein
NLDHCKDF_00551	gene	261				
NLDHCKDF_00551	CDS	261				hypothetical protein
NLDHCKDF_00552	gene	264				
NLDHCKDF_00552	CDS	264				hypothetical protein
NLDHCKDF_00553	gene	2676				
NLDHCKDF_00553	CDS	2676				hypothetical protein
NLDHCKDF_00554	gene	621				
NLDHCKDF_00554	CDS	621				hypothetical protein
NLDHCKDF_00555	gene	297				
NLDHCKDF_00555	CDS	297				hypothetical protein
NLDHCKDF_00556	gene	831				
NLDHCKDF_00556	CDS	831				hypothetical protein
NLDHCKDF_00557	gene	948				
NLDHCKDF_00557	CDS	948				hypothetical protein
NLDHCKDF_00558	gene	2478				
NLDHCKDF_00558	CDS	2478				hypothetical protein
NLDHCKDF_00559	gene	606				
NLDHCKDF_00559	CDS	606				hypothetical protein
NLDHCKDF_00560	gene	1236				
NLDHCKDF_00560	CDS	1236				hypothetical protein
NLDHCKDF_00561	gene	3213				
NLDHCKDF_00561	CDS	3213				hypothetical protein
NLDHCKDF_00562	gene	330				
NLDHCKDF_00562	CDS	330				hypothetical protein
NLDHCKDF_00563	gene	1239				
NLDHCKDF_00563	CDS	1239				hypothetical protein
NLDHCKDF_00564	gene	795				
NLDHCKDF_00564	CDS	795				hypothetical protein
NLDHCKDF_00565	gene	678				
NLDHCKDF_00565	CDS	678				hypothetical protein
NLDHCKDF_00566	gene	684				
NLDHCKDF_00566	CDS	684		1.-.-.-		putative oxidoreductase
NLDHCKDF_00567	gene	768				
NLDHCKDF_00567	CDS	768				hypothetical protein
NLDHCKDF_00568	gene	276				
NLDHCKDF_00568	CDS	276				hypothetical protein
NLDHCKDF_00569	gene	1095				
NLDHCKDF_00569	CDS	1095				hypothetical protein
NLDHCKDF_00570	gene	477				
NLDHCKDF_00570	CDS	477				hypothetical protein
NLDHCKDF_00571	gene	1329	dnaC			
NLDHCKDF_00571	CDS	1329	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
NLDHCKDF_00572	gene	750				
NLDHCKDF_00572	CDS	750				hypothetical protein
NLDHCKDF_00573	gene	1359	caiA_1			
NLDHCKDF_00573	CDS	1359	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
NLDHCKDF_00574	gene	621				
NLDHCKDF_00574	CDS	621				hypothetical protein
NLDHCKDF_00575	gene	1419				
NLDHCKDF_00575	CDS	1419				hypothetical protein
NLDHCKDF_00576	gene	627				
NLDHCKDF_00576	CDS	627				hypothetical protein
NLDHCKDF_00577	gene	1335	hemL			
NLDHCKDF_00577	CDS	1335	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
NLDHCKDF_00578	gene	429	yccU			
NLDHCKDF_00578	CDS	429	yccU		COG1832	putative protein YccU
NLDHCKDF_00579	gene	834				
NLDHCKDF_00579	CDS	834				hypothetical protein
NLDHCKDF_00580	gene	993	trpS			
NLDHCKDF_00580	CDS	993	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NLDHCKDF_00581	gene	75				
NLDHCKDF_00581	tRNA	75				tRNA-Ala(tgc)
NLDHCKDF_00582	gene	75				
NLDHCKDF_00582	tRNA	75				tRNA-Val(tac)
NLDHCKDF_00583	gene	1563	rqcH			
NLDHCKDF_00583	CDS	1563	rqcH		COG1293	Rqc2 RqcH
NLDHCKDF_00584	gene	1038				
NLDHCKDF_00584	CDS	1038				hypothetical protein
NLDHCKDF_00585	gene	1182	malE			
NLDHCKDF_00585	CDS	1182	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
NLDHCKDF_00586	gene	1407				
NLDHCKDF_00586	CDS	1407				hypothetical protein
NLDHCKDF_00587	gene	1377				
NLDHCKDF_00587	CDS	1377				hypothetical protein
NLDHCKDF_00588	gene	786	tcyA			
NLDHCKDF_00588	CDS	786	tcyA		COG0834	L-cystine-binding protein TcyA
NLDHCKDF_00589	gene	681	yecS			
NLDHCKDF_00589	CDS	681	yecS		COG0765	L-cystine transport system permease protein YecS
NLDHCKDF_00590	gene	492				
NLDHCKDF_00590	CDS	492				hypothetical protein
NLDHCKDF_00591	gene	117				
NLDHCKDF_00591	CDS	117				hypothetical protein
NLDHCKDF_00592	gene	1563	ilvA			
NLDHCKDF_00592	CDS	1563	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
NLDHCKDF_00593	gene	531	pyrE_2			
NLDHCKDF_00593	CDS	531	pyrE_2	2.4.2.10		Orotate phosphoribosyltransferase
NLDHCKDF_00594	gene	74				
NLDHCKDF_00594	tRNA	74				tRNA-Cys(gca)
NLDHCKDF_00595	gene	75				
NLDHCKDF_00595	tRNA	75				tRNA-Val(gac)
NLDHCKDF_00596	gene	1029				
NLDHCKDF_00596	CDS	1029				hypothetical protein
NLDHCKDF_00597	gene	180				
NLDHCKDF_00597	CDS	180				hypothetical protein
NLDHCKDF_00598	gene	282				
NLDHCKDF_00598	CDS	282				hypothetical protein
NLDHCKDF_00599	gene	1194				
NLDHCKDF_00599	CDS	1194				hypothetical protein
NLDHCKDF_00600	gene	1272				
NLDHCKDF_00600	CDS	1272				hypothetical protein
NLDHCKDF_00601	gene	2916	lptD_1			
NLDHCKDF_00601	CDS	2916	lptD_1			LPS-assembly protein LptD
NLDHCKDF_00602	gene	1113				
NLDHCKDF_00602	CDS	1113				hypothetical protein
NLDHCKDF_00603	gene	2634	secA			
NLDHCKDF_00603	CDS	2634	secA			Protein translocase subunit SecA
NLDHCKDF_00604	gene	768	trmJ			
NLDHCKDF_00604	CDS	768	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
NLDHCKDF_00605	gene	1761				
NLDHCKDF_00605	CDS	1761				hypothetical protein
NLDHCKDF_00606	gene	438				
NLDHCKDF_00606	CDS	438				hypothetical protein
NLDHCKDF_00607	gene	1269	coaBC			
NLDHCKDF_00607	CDS	1269	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
NLDHCKDF_00608	gene	138				
NLDHCKDF_00608	CDS	138				hypothetical protein
NLDHCKDF_00609	gene	753				
NLDHCKDF_00609	CDS	753				hypothetical protein
NLDHCKDF_00610	gene	498				
NLDHCKDF_00610	CDS	498				hypothetical protein
NLDHCKDF_00611	gene	615				
NLDHCKDF_00611	CDS	615				hypothetical protein
NLDHCKDF_00612	gene	1857	ftsH_1			
NLDHCKDF_00612	CDS	1857	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NLDHCKDF_00613	gene	897	purU			
NLDHCKDF_00613	CDS	897	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
NLDHCKDF_00614	gene	1143				
NLDHCKDF_00614	CDS	1143		3.4.11.-		Aminopeptidase 2
NLDHCKDF_00615	gene	342	clpS			
NLDHCKDF_00615	CDS	342	clpS			ATP-dependent Clp protease adapter protein ClpS
NLDHCKDF_00616	gene	921	mrr_2			
NLDHCKDF_00616	CDS	921	mrr_2		COG1715	Mrr restriction system protein
NLDHCKDF_00617	gene	2226	clpA			
NLDHCKDF_00617	CDS	2226	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
NLDHCKDF_00618	gene	399				
NLDHCKDF_00618	CDS	399				hypothetical protein
NLDHCKDF_00619	gene	306				
NLDHCKDF_00619	CDS	306				hypothetical protein
NLDHCKDF_00620	gene	834				
NLDHCKDF_00620	CDS	834				hypothetical protein
NLDHCKDF_00621	gene	405				
NLDHCKDF_00621	CDS	405				hypothetical protein
NLDHCKDF_00622	gene	708	bpoC			
NLDHCKDF_00622	CDS	708	bpoC	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
NLDHCKDF_00623	gene	1335	glgA			
NLDHCKDF_00623	CDS	1335	glgA	2.4.1.21	COG0297	Glycogen synthase
NLDHCKDF_00624	gene	90				
NLDHCKDF_00624	tRNA	90				tRNA-Ser(cga)
NLDHCKDF_00625	gene	1002	ruvB			
NLDHCKDF_00625	CDS	1002	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
NLDHCKDF_00626	gene	669				
NLDHCKDF_00626	CDS	669				hypothetical protein
NLDHCKDF_00627	gene	531				
NLDHCKDF_00627	CDS	531				hypothetical protein
NLDHCKDF_00628	gene	822	yokD			
NLDHCKDF_00628	CDS	822	yokD	2.3.1.-	COG2746	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
NLDHCKDF_00629	gene	300				
NLDHCKDF_00629	CDS	300				hypothetical protein
NLDHCKDF_00630	gene	1716	dnaG			
NLDHCKDF_00630	CDS	1716	dnaG	2.7.7.-		DNA primase
NLDHCKDF_00631	gene	597	pspB			
NLDHCKDF_00631	CDS	597	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
NLDHCKDF_00632	gene	1647	tadA_1			
NLDHCKDF_00632	CDS	1647	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
NLDHCKDF_00633	gene	567	ydaF			
NLDHCKDF_00633	CDS	567	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
NLDHCKDF_00634	gene	606				
NLDHCKDF_00634	CDS	606				hypothetical protein
NLDHCKDF_00635	gene	288	groS			
NLDHCKDF_00635	CDS	288	groS		COG0234	10 kDa chaperonin
NLDHCKDF_00636	gene	1647	groL			
NLDHCKDF_00636	CDS	1647	groL		COG0459	60 kDa chaperonin
NLDHCKDF_00637	gene	612				
NLDHCKDF_00637	CDS	612				hypothetical protein
NLDHCKDF_00638	gene	489				
NLDHCKDF_00638	CDS	489				hypothetical protein
NLDHCKDF_00639	gene	222				
NLDHCKDF_00639	CDS	222				hypothetical protein
NLDHCKDF_00640	gene	1017				
NLDHCKDF_00640	CDS	1017				hypothetical protein
NLDHCKDF_00641	gene	1620	rocB			
NLDHCKDF_00641	CDS	1620	rocB		COG4187	Protein RocB
NLDHCKDF_00642	gene	651				
NLDHCKDF_00642	CDS	651				hypothetical protein
NLDHCKDF_00643	gene	798				
NLDHCKDF_00643	CDS	798				hypothetical protein
NLDHCKDF_00644	gene	954	hcaR_1			
NLDHCKDF_00644	CDS	954	hcaR_1			Hca operon transcriptional activator HcaR
NLDHCKDF_00645	gene	375				
NLDHCKDF_00645	CDS	375				hypothetical protein
NLDHCKDF_00646	gene	2940				
NLDHCKDF_00646	CDS	2940				hypothetical protein
NLDHCKDF_00647	gene	768				
NLDHCKDF_00647	CDS	768				hypothetical protein
NLDHCKDF_00648	gene	441	rlmH			
NLDHCKDF_00648	CDS	441	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
NLDHCKDF_00649	gene	2949				
NLDHCKDF_00649	CDS	2949				hypothetical protein
NLDHCKDF_00650	gene	963				
NLDHCKDF_00650	CDS	963				hypothetical protein
NLDHCKDF_00651	gene	1167	aspC			
NLDHCKDF_00651	CDS	1167	aspC	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
NLDHCKDF_00652	gene	204				
NLDHCKDF_00652	CDS	204				hypothetical protein
NLDHCKDF_00653	gene	504				
NLDHCKDF_00653	CDS	504				hypothetical protein
NLDHCKDF_00654	gene	765				
NLDHCKDF_00654	CDS	765				hypothetical protein
NLDHCKDF_00655	gene	1197	murG			
NLDHCKDF_00655	CDS	1197	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NLDHCKDF_00656	gene	1449	murC			
NLDHCKDF_00656	CDS	1449	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
NLDHCKDF_00657	gene	873	murB			
NLDHCKDF_00657	CDS	873	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
NLDHCKDF_00658	gene	864	ftsQ			
NLDHCKDF_00658	CDS	864	ftsQ			Cell division protein FtsQ
NLDHCKDF_00659	gene	1554	ftsA_1			
NLDHCKDF_00659	CDS	1554	ftsA_1			Cell division protein FtsA
NLDHCKDF_00660	gene	1116	ftsZ			
NLDHCKDF_00660	CDS	1116	ftsZ		COG0206	Cell division protein FtsZ
NLDHCKDF_00661	gene	990				
NLDHCKDF_00661	CDS	990				hypothetical protein
NLDHCKDF_00662	gene	708	ygaZ			
NLDHCKDF_00662	CDS	708	ygaZ		COG1296	Inner membrane protein YgaZ
NLDHCKDF_00663	gene	297				
NLDHCKDF_00663	CDS	297				hypothetical protein
NLDHCKDF_00664	gene	1005	pfkA			
NLDHCKDF_00664	CDS	1005	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
NLDHCKDF_00665	gene	960	rsmI			
NLDHCKDF_00665	CDS	960	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
NLDHCKDF_00666	gene	222				
NLDHCKDF_00666	CDS	222				hypothetical protein
NLDHCKDF_00667	gene	429				
NLDHCKDF_00667	CDS	429				hypothetical protein
NLDHCKDF_00668	gene	74				
NLDHCKDF_00668	tRNA	74				tRNA-Gly(tcc)
NLDHCKDF_00669	gene	77				
NLDHCKDF_00669	tRNA	77				tRNA-Pro(tgg)
NLDHCKDF_00670	gene	1227	metK			
NLDHCKDF_00670	CDS	1227	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
NLDHCKDF_00671	gene	603				
NLDHCKDF_00671	CDS	603				hypothetical protein
NLDHCKDF_00672	gene	504	coaD			
NLDHCKDF_00672	CDS	504	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
NLDHCKDF_00673	gene	552	prmC_2			
NLDHCKDF_00673	CDS	552	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
NLDHCKDF_00674	gene	621				
NLDHCKDF_00674	CDS	621				hypothetical protein
NLDHCKDF_00675	gene	582	mobA_1			
NLDHCKDF_00675	CDS	582	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
NLDHCKDF_00676	gene	936	era			
NLDHCKDF_00676	CDS	936	era		COG1159	GTPase Era
NLDHCKDF_00677	gene	1290	ftsH_2			
NLDHCKDF_00677	CDS	1290	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
NLDHCKDF_00678	gene	762				
NLDHCKDF_00678	CDS	762				hypothetical protein
NLDHCKDF_00679	gene	726				
NLDHCKDF_00679	CDS	726				hypothetical protein
NLDHCKDF_00680	gene	285				
NLDHCKDF_00680	CDS	285				hypothetical protein
NLDHCKDF_00681	gene	906	rocF			
NLDHCKDF_00681	CDS	906	rocF	3.5.3.1		Arginase
NLDHCKDF_00682	gene	1341	nhaP_1			
NLDHCKDF_00682	CDS	1341	nhaP_1		COG0025	Na(+)/H(+) antiporter NhaP
NLDHCKDF_00683	gene	531				
NLDHCKDF_00683	CDS	531				hypothetical protein
NLDHCKDF_00684	gene	957				
NLDHCKDF_00684	CDS	957				hypothetical protein
NLDHCKDF_00685	gene	1449				
NLDHCKDF_00685	CDS	1449				hypothetical protein
NLDHCKDF_00686	gene	1296	gltT			
NLDHCKDF_00686	CDS	1296	gltT			Proton/sodium-glutamate symport protein
NLDHCKDF_00687	gene	681				
NLDHCKDF_00687	CDS	681				hypothetical protein
NLDHCKDF_00688	gene	939	yflN			
NLDHCKDF_00688	CDS	939	yflN	3.-.-.-	COG0491	putative metallo-hydrolase YflN
NLDHCKDF_00689	gene	759				
NLDHCKDF_00689	CDS	759				hypothetical protein
NLDHCKDF_00690	gene	381				
NLDHCKDF_00690	CDS	381				hypothetical protein
NLDHCKDF_00691	gene	426				
NLDHCKDF_00691	CDS	426				hypothetical protein
NLDHCKDF_00692	gene	255				
NLDHCKDF_00692	CDS	255				hypothetical protein
NLDHCKDF_00693	gene	348	mazF9			
NLDHCKDF_00693	CDS	348	mazF9	3.1.-.-	COG2337	Endoribonuclease MazF9
NLDHCKDF_00694	gene	687				
NLDHCKDF_00694	CDS	687				hypothetical protein
NLDHCKDF_00695	gene	1227				
NLDHCKDF_00695	CDS	1227				IS200/IS605 family transposase ISDra2
NLDHCKDF_00696	gene	396				
NLDHCKDF_00696	CDS	396				hypothetical protein
NLDHCKDF_00697	gene	3075	carB			
NLDHCKDF_00697	CDS	3075	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
NLDHCKDF_00698	gene	861				
NLDHCKDF_00698	CDS	861				hypothetical protein
NLDHCKDF_00699	gene	417				
NLDHCKDF_00699	CDS	417				hypothetical protein
NLDHCKDF_00700	gene	1155	dapC			
NLDHCKDF_00700	CDS	1155	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
NLDHCKDF_00701	gene	510				
NLDHCKDF_00701	CDS	510				hypothetical protein
NLDHCKDF_00702	gene	474				
NLDHCKDF_00702	CDS	474				hypothetical protein
NLDHCKDF_00703	gene	1209	argG			
NLDHCKDF_00703	CDS	1209	argG	6.3.4.5	COG0137	Argininosuccinate synthase
NLDHCKDF_00704	gene	438				
NLDHCKDF_00704	CDS	438				hypothetical protein
NLDHCKDF_00705	gene	459	eis			
NLDHCKDF_00705	CDS	459	eis	2.3.1.-		N-acetyltransferase Eis
NLDHCKDF_00706	gene	510				
NLDHCKDF_00706	CDS	510				hypothetical protein
NLDHCKDF_00707	gene	1416	argH			
NLDHCKDF_00707	CDS	1416	argH	4.3.2.1	COG0165	Argininosuccinate lyase
NLDHCKDF_00708	gene	300				
NLDHCKDF_00708	CDS	300				hypothetical protein
NLDHCKDF_00709	gene	351				
NLDHCKDF_00709	CDS	351				hypothetical protein
NLDHCKDF_00710	gene	483				
NLDHCKDF_00710	CDS	483				hypothetical protein
NLDHCKDF_00711	gene	456				
NLDHCKDF_00711	CDS	456				hypothetical protein
NLDHCKDF_00712	gene	531	argA			
NLDHCKDF_00712	CDS	531	argA	2.3.1.1		Amino-acid acetyltransferase
NLDHCKDF_00713	gene	1185	carA			
NLDHCKDF_00713	CDS	1185	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
NLDHCKDF_00714	gene	2019				
NLDHCKDF_00714	CDS	2019				hypothetical protein
NLDHCKDF_00715	gene	2997				
NLDHCKDF_00715	CDS	2997				hypothetical protein
NLDHCKDF_00716	gene	4977				
NLDHCKDF_00716	CDS	4977				hypothetical protein
NLDHCKDF_00717	gene	2655				
NLDHCKDF_00717	CDS	2655				hypothetical protein
NLDHCKDF_00718	gene	744	ung			
NLDHCKDF_00718	CDS	744	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
NLDHCKDF_00719	gene	1041				
NLDHCKDF_00719	CDS	1041				hypothetical protein
NLDHCKDF_00720	gene	765				
NLDHCKDF_00720	CDS	765				hypothetical protein
NLDHCKDF_00721	gene	384	glnB			
NLDHCKDF_00721	CDS	384	glnB		COG0347	Nitrogen regulatory protein P-II
NLDHCKDF_00722	gene	1320	amtB			
NLDHCKDF_00722	CDS	1320	amtB			Ammonia channel
NLDHCKDF_00723	gene	318				
NLDHCKDF_00723	CDS	318				hypothetical protein
NLDHCKDF_00724	gene	2061				
NLDHCKDF_00724	CDS	2061				hypothetical protein
NLDHCKDF_00725	gene	306				
NLDHCKDF_00725	CDS	306				hypothetical protein
NLDHCKDF_00726	gene	558	atpE			
NLDHCKDF_00726	CDS	558	atpE		COG1390	V-type ATP synthase subunit E
NLDHCKDF_00727	gene	978	atpC			
NLDHCKDF_00727	CDS	978	atpC		COG1527	V-type ATP synthase subunit C
NLDHCKDF_00728	gene	348	atpF			
NLDHCKDF_00728	CDS	348	atpF		COG1436	V-type ATP synthase subunit F
NLDHCKDF_00729	gene	1749	atpA			
NLDHCKDF_00729	CDS	1749	atpA	7.1.2.2	COG1155	V-type ATP synthase alpha chain
NLDHCKDF_00730	gene	1416	atpB			
NLDHCKDF_00730	CDS	1416	atpB		COG1156	V-type ATP synthase beta chain
NLDHCKDF_00731	gene	675	atpD			
NLDHCKDF_00731	CDS	675	atpD		COG1394	V-type ATP synthase subunit D
NLDHCKDF_00732	gene	459				
NLDHCKDF_00732	CDS	459				hypothetical protein
NLDHCKDF_00733	gene	582				
NLDHCKDF_00733	CDS	582				hypothetical protein
NLDHCKDF_00734	gene	927				
NLDHCKDF_00734	CDS	927				hypothetical protein
NLDHCKDF_00735	gene	759				
NLDHCKDF_00735	CDS	759				hypothetical protein
NLDHCKDF_00736	gene	2157				
NLDHCKDF_00736	CDS	2157				hypothetical protein
NLDHCKDF_00737	gene	2193				
NLDHCKDF_00737	CDS	2193				hypothetical protein
NLDHCKDF_00738	gene	897	tal_1			
NLDHCKDF_00738	CDS	897	tal_1	1.1.1.344		dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(P)(+))
NLDHCKDF_00739	gene	744	cugP			
NLDHCKDF_00739	CDS	744	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
NLDHCKDF_00740	gene	1035	rmd			
NLDHCKDF_00740	CDS	1035	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
NLDHCKDF_00741	gene	1485				
NLDHCKDF_00741	CDS	1485				hypothetical protein
NLDHCKDF_00742	gene	1539	mshA_1			
NLDHCKDF_00742	CDS	1539	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NLDHCKDF_00743	gene	801				
NLDHCKDF_00743	CDS	801				hypothetical protein
NLDHCKDF_00744	gene	600	mug			
NLDHCKDF_00744	CDS	600	mug	3.2.2.28		G/U mismatch-specific DNA glycosylase
NLDHCKDF_00745	gene	597	yedY1			
NLDHCKDF_00745	CDS	597	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
NLDHCKDF_00746	gene	1131	pepA			
NLDHCKDF_00746	CDS	1131	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
NLDHCKDF_00747	gene	351	panD			
NLDHCKDF_00747	CDS	351	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
NLDHCKDF_00748	gene	1359				
NLDHCKDF_00748	CDS	1359				hypothetical protein
NLDHCKDF_00749	gene	579				
NLDHCKDF_00749	CDS	579				hypothetical protein
NLDHCKDF_00750	gene	240				
NLDHCKDF_00750	CDS	240				hypothetical protein
NLDHCKDF_00751	gene	270				
NLDHCKDF_00751	CDS	270				hypothetical protein
NLDHCKDF_00752	gene	1833	malZ			
NLDHCKDF_00752	CDS	1833	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
NLDHCKDF_00753	gene	1854				
NLDHCKDF_00753	CDS	1854				hypothetical protein
NLDHCKDF_00754	gene	1239				
NLDHCKDF_00754	CDS	1239				hypothetical protein
NLDHCKDF_00755	gene	420				
NLDHCKDF_00755	CDS	420		7.1.1.-		NADH-quinone oxidoreductase subunit 15
NLDHCKDF_00756	gene	912	scrK			
NLDHCKDF_00756	CDS	912	scrK	2.7.1.4	COG0524	Fructokinase
NLDHCKDF_00757	gene	684	gph_2			
NLDHCKDF_00757	CDS	684	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
NLDHCKDF_00758	gene	756	ycdF			
NLDHCKDF_00758	CDS	756	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
NLDHCKDF_00759	gene	414	rcp1_2			
NLDHCKDF_00759	CDS	414	rcp1_2			Response regulator rcp1
NLDHCKDF_00760	gene	798	hisF			
